-9.9,0.1
-1.7,0.55
6.5,0.225
14.7,0.025
22.9,0
31.1,0.025
39.3,0
47.5,0
55.7,0
63.9,0
72.1,0
80.3,0
88.5,0.025
96.7,0.025
104.9,0
113.1,0
121.3,0
129.5,0
137.7,0
145.9,0.025
