-17.1,0.225
-9.3,0.5
-1.5,0.15
6.3,0.025
14.1,0
21.9,0.025
29.7,0
37.5,0
45.3,0
53.1,0
60.9,0
68.7,0
76.5,0
84.3,0.05
92.1,0
99.9,0
107.7,0
115.5,0
123.3,0
131.1,0
138.9,0.025
